source_kind	source_ref	line_or_index	sha256	author	disposition	note
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L34#A11	5279f86b9d5eb15b8abd09a849c27874539a1ada82022de92d447d78d295c730	handoff-author	OPEN	section=A provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L35#A12	f18b9b5ce6f632a4a65ebb45745c24924979f444f2dda00cf95ce69b5856b5c4	handoff-author	OPEN	section=A provisional=OPEN skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L36#A13	1bdc4958bda93d347cc1f7500a800f8f324f394dc370ea51ae428ddd8f3df3cc	handoff-author	OPEN	section=A provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L37#A14	25d92781a20a84d5f17c163ce8e9e088cc1d63d5f02f5800d75e8e0ee5c21db6	handoff-author	OPEN	section=A provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L43#B01	0ed21a04d56828078536eb073afe407660aa88b9ef77e71a57acaaacd1e5f1cf	handoff-author	OPEN	section=B provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L44#B02	5fa227b1a1036a8bc399dbe3b607948fa64619bcbd718788e24ae166a0d0a5ba	handoff-author	OPEN	section=B provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L45#B03	52737c707cbba5ea1035e1c1fa1bc17e2d1fe32b3bab14e95d5e41fc7b6d84b0	handoff-author	OPEN	section=B provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L46#B04	5050dba997d7aa4f75303606c620e779a7aec7150e438637b89ff5e130203752	handoff-author	OPEN	section=B provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L47#B05	f24855205327bdfea1b76a0497a7bee0dabb2102db7ac481e98180155abcd668	handoff-author	OPEN	section=B provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L48#B06	16195222ae03fd53171ed0a74d956a296581ac66c8ccc8aa5da00055fc1c235d	handoff-author	OPEN	section=B provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L49#B07	338ff4a45eeef4fe8bfcd37a113b2be734b5667c6e3f027be4c134e2df7656b4	handoff-author	OPEN	section=B provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L50#B08	7d04361c82d527ecbd214c2b6a0f417e6f34200cf25b64956ee0b6b216cd3d88	handoff-author	OPEN	section=B provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L56#C01	e99ca78683831fedfb967559e97769279908d55486993728869b90403f674696	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L57#C02	026d69b3a43199fcfa9b1b7c64cc516ad4c4da67e636341263e0597492b79d82	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L58#C03	804e8c23dc38b4f500f3d14b39115c9d4587f36282de79a607f54b77c3782a68	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L59#C04	514fdd368306f296d328525b7948be2bd9384a0cde6e4b84f6c85054b7a4cecc	handoff-author	OPEN	section=C provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L60#C05	ec0fd479ed3d118a83baddc67f988999dbc7802409d58c62d03072493a05bb2a	handoff-author	OPEN	section=C provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L61#C06	4fa7e9fd6aaf0b40fbf0e68a1e283296c990aee459ce9a8719701fae247c2120	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L62#C07	6d0cc43c608b47d507da263211bf86ec304a339ddaba215b8f397bb810b68507	handoff-author	OPEN	section=C provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L63#C08	69397b5a95c19df25e6645e41539cd40d291c8591a0efa7686dd276da35f553a	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L64#C09	56c2bcda841cb4e49de2a848615cbe09bc364f1cdb83bb83d9ca12583dcd1c40	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L65#C10	ad361fb3d5a6bc6bee6342e03bd5022858f88ceaf74eb9077156244fe6e18e3a	handoff-author	OPEN	section=C provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L71#D01	f9364683233fcb89ca2cdbc4f44f93b8ad4779b230d7b22242666ddfcad8eb02	handoff-author	OPEN	section=D provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L72#D02	6ec18dc15d7b9372fb0d016e5298a37e98eb28d4e30146f74c8f43f780e5d728	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L73#D03	331de584c58127fefc2f875fd2b885f78b3e0a0aaea76a45e01a8b9d0d1c5735	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L74#D04	162d9e02409fb6305ac346ddc0d35f43f08d7962f3994145a1d9e8997eb9c4ff	handoff-author	OPEN	section=D provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L75#D05	785886fa2ddb246159eb45236c59bf34dd5c842944abfafc6cb13809b4c51737	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L76#D06	7c92cc2f72715323797ecc55bdee6565946dce156412c4a0533cff01cf89b779	handoff-author	OPEN	section=D provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L77#D07	fcdcffe10222c7de842fbab5aefc270db51daf6c6b5199f1a373beb82707fe4c	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L78#D08	e0604fd466d67fbf48cad485672d6d4ff40bb10f381798af722b7456db730722	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L79#D09	1d65a936a06145c0721997a7167a51048e20d5cc618849e08a51f033a5c30d84	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L80#D10	f9135b06ca12cecbdbc36f8a45bfc6684b4c63a989afd1f53d215202be094644	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L81#D11	c1938ea093de04171ca2a20ee81186233d0efcee4af9c27b12ce7fcc2427997e	handoff-author	OPEN	section=D provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L90#E01	b8e4e14c0fb3d733872797ba8ab98134632075579f793e0d2a5ca14ec987e4d0	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L91#E02	a82880ea56f828f25218789769cd7337fd5e6de858645636943be04d810c2262	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L92#E03	3781e697e8e8e94dc3354015e67a4a1a843980e553d9b85aceabd4813022c142	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L93#E04	d887d73dcd3736350d1b622c2215ce568c5e41144284550c18342a7d3aff0184	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L94#E05	1bd07daa0cc7f9f65c96ecb6cd75a27545b78a89dcfdc1ce308ede152939b456	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L95#E06	0a6c2aab78e14fb41826b7fb2232f91955daa188b5e36e381428622ee656486f	handoff-author	OPEN	section=E provisional=OPEN skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L96#E07	808c803c19f7742d676dd37099433608d79f88176a29bbd98c8c8eb6a2b9285a	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L97#E08	c9555b2985d046eea11f2e95e8a954eec10a9271b8cdfc1993699571aa794ffc	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L98#E09	d1f830d8bf436ec913a20a4033b2db33ef213fc4565bef58866916eb10fef2bc	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L99#E10	8678b60a61259b9e3e9135ef63f8438c4f5733c1a354f121841c3d50c204ea08	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L100#E11	59eb16c1fed192a2e0eb4ab5fe5575208063e94b4362c365d9c852196bd01aeb	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L101#E12	9d8bb1e261aba8f0474e3366819cd42e219d48dbdedc880b86535fdb153279c3	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L102#E13	7ad07069297af0bd41ce553c5b15d855a20bb46537b18b74949b9495d3401773	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L103#E14	bd93bde9b7a3652ab25ab37f9b989ff3844fa9218b8eb6cce039595d0066f0f2	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L104#E15	e0a18303f707413cd513a457f687ed3d47fee1c5f9a1bdd8458a78d8b8fe9617	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L105#E16	78ce8b94c237e8211ce3bb01776a1c45ab919a2482ad4f83faf55717e2e65dd1	handoff-author	OPEN	section=E provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L106#E17	677a96095bc8f85f6ee6ea6d4ffdafdcff706e9dc6b4bee57fff836a51908bb3	handoff-author	OPEN	section=E provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L112#F01	eb190f4e6c92d0b7a5cde9d454a86d79158637702ce128c6c3f4da4c07be94c2	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L113#F02	64026426ca6bad9202c4a0f2c2caab94357deadaea4b1aa5642d9b5463005416	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L114#F03	c129dc7b112dda88472ca790b3b4b1cd8a18dfbf5e702022f0d2a6c7b637b9cf	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L115#F04	47d70db109d264e8220230f91fb9a17161d630bfbc2e9d13a326a01b081c2dbb	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L116#F05	ca82d51fba72008a6d3c13f8cef477b1fe205408f5aa4e0685ed78c02a629cf5	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L117#F06	acdfa7dca73c6c69250bb8ead139a5f94de7547ab671daffbc0acd8c9e1ee9a7	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L118#F07	05dcb9a628eed864cfca2e1559d59e15881c644f0df1500717ceb6f87be8f373	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L119#F08	ebc49a94c965c1d08f6c9a3bcc51af69439bf60512e46e9ad2c6e72c602ecdef	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L120#F09	c54a4893240a4cac8f8e29f8b8294b8b74b2eaaeab02fa3ea7c9a77780ca361a	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L121#F10	3cfbc7f4a91c21b7c59e8a0ba0dd59dc6dec4707f00ec30d8f5ad55dd4896be5	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L122#F11	00ef23f5f0a96553229dca8941812420c07076ff2a12df208061413fc91c37d4	handoff-author	OPEN	section=F provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L123#F12	cf15b7cc27a0a95f16b527040694a9021b7d3fd4cc893f43574707ad4d34d749	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L124#F13	5fecdc40eba449c0caf5dca82b472bced62c92327748b2a3742ee47c6628ee0f	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L125#F14	6443381aa0d158ed903ed971f7582ae82091a1f5e1877b75428144d00d32dae2	handoff-author	OPEN	section=F provisional=OPEN skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L126#F15	4211a82ed9a66479d7b9d1a3c7b33de42b97694d15b93befc1487d2ac33adf53	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L127#F16	63ac90cf3d2c4f1ed9be0b5ed56554284861bf08e323bc60c1fdf3f68dbb8afc	handoff-author	OPEN	section=F provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L133#G01	033469260c6bc04ef6226fad155373f429fb784646eaf26cc157843cdfeaff8a	handoff-author	OPEN	section=G provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L134#G02	b67e81bf93c035e42ea99932774ea3d2545c02712c6b8b6d97554c9bbc7eab63	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L135#G03	0a07d684b0f3f65067df88f4d3cac397d33797245bfec4c8a24aad237080bd0f	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L136#G04	165e121fd12f3beccfb0f6aa5688d02789a5bc8dadf2324782372da1d47c1967	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L137#G05	6e84d80eac1a8d3c705f77800da19114ecaa64d5618c32039ae8caccd400f983	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L138#G06	38e1383b9b25d373a8dba34c11f8cbe43be95dbdb3f2d494031ebc815bbaf73a	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L139#G07	d4dab2884458d7e89e46b5f7c0693a49b48a7d8615f1ad08718e5e51cfcf27c3	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L140#G08	63b9d8d2a371a038154944733f06a40fc9897ce8225b3856536c0d262e0b5ef3	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L141#G09	c614edc86dccf909e3ea54b583c87596a9033fe45a1b31a6f2af6224ae12d0e7	handoff-author	OPEN	section=G provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L142#G10	1553e9abe36bf247d56939248f766e9b5b311187241135eb8858e711eb9427c1	handoff-author	OPEN	section=G provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L143#G11	54d6bab57396e182e7f7ad5569c6fdd58d06f4f9c1bde0a93800b0855a91859d	handoff-author	OPEN	section=G provisional=RESEARCH_ONLY skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L144#G12	c9194310f1d6e7c40cc7fb2066a4a98d35fd92f53d227a2b910a0009220cb0b8	handoff-author	OPEN	section=G provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L145#G13	50ddd935e825910a4da3042d7d498575dc2797c7950602e1879616bf72ad77b9	handoff-author	OPEN	section=G provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L151#H01	9a560c8358b5be3f15b59c4fac22ffbb71797dd9ebbf4db4341d04e340cea13e	handoff-author	OPEN	section=H provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L152#H02	04ee78d3dd46d3c3e837bc4aedf617e24a7937824cfbb2874c54386d8dafa236	handoff-author	OPEN	section=H provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L153#H03	82f4f8fed1ad6583ee74fed474b773b4f6fc7ba4a8504ae8925e7d41f60a5e55	handoff-author	OPEN	section=H provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L154#H04	e3af057bb942b1d047590a42e5acbf0b345324217b47d41d68f0132d98b4d69d	handoff-author	OPEN	section=H provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L155#H05	c295577fa3dde68f618a457282de94886d7b98c987ea292865c476008d8e26c2	handoff-author	OPEN	section=H provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L156#H06	ab7b3e7f76b92abaec8b31bba386e6af9219e2bf434f9eaf9745e66a618f6a94	handoff-author	OPEN	section=H provisional=RESEARCH_ONLY skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L157#H07	6fc5231dfdf29762789fdd661b83e53bcd6b7bfab2e0510aabfb81020a6994ea	handoff-author	OPEN	section=H provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L158#H08	57b9e42167697d10cdf87280bc292463dcfba31bc93f72fbd291abdda56bdde8	handoff-author	OPEN	section=H provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L164#I01	8eb101ece58e86c71aa0b4a25e4cbbfe4a29336e7362423b9903f3ba9862563e	handoff-author	OPEN	section=I provisional=ACCEPTED_FACT skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L165#I02	a1f2eb4be833e453445b493f5484bbc3e777fbe7e130a58681ffdc2b0002998e	handoff-author	OPEN	section=I provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L166#I03	d5378b1ea0ea3097a0b6aa93b87d3f85484b0dd7c0137af6c821b5d1f194035a	handoff-author	OPEN	section=I provisional=REJECTED_CLAIM skeleton-default: unadjudicated
FINDINGS_ROW	docs/tranches/V/apotheosis/pi/formation/session-audit/FINDINGS.md	L167#I04	2ba9ab8a7e93da97239b46e292fb9d23621b5f15410ebd08872790a6e11bbb09	handoff-author	OPEN	section=I provisional=REJECTED_CLAIM skeleton-default: unadjudicated
